transaction_id,customer_id,card_id,merchant_id,transaction_date,amount,currency,installments,transaction_status,transaction_type
TXN00004658,CUST00123,CARD000125,MERC00122,2026-04-05 11:10:58,120514,CLP,1,approved,purchase
TXN00004659,CUST00090,CARD000096,MERC00153,2026-05-02 13:59:56,112436,CLP,2,approved,purchase
TXN00004660,CUST00030,CARD000029,MERC00080,2026-03-22 09:08:38,55270,CLP,3,approved,purchase
TXN00004661,CUST00293,CARD000292,MERC00112,2026-03-17 16:02:04,427547,CLP,12,approved,purchase
TXN00004662,CUST00120,CARD000123,MERC00057,2026-05-17 23:24:38,175343,CLP,3,approved,purchase
TXN00004663,CUST00072,CARD000077,MERC00063,2026-04-17 11:34:58,48151,CLP,3,approved,purchase
TXN00004664,CUST00015,CARD000016,MERC00190,2026-04-21 18:50:06,687904,CLP,1,approved,purchase
TXN00004665,CUST00201,CARD000202,MERC00042,2026-05-28 22:00:57,10452,CLP,1,approved,purchase
TXN00004666,CUST00234,CARD000234,MERC00027,2026-03-24 19:15:28,2081,CLP,12,approved,purchase
TXN00004667,CUST00085,CARD000091,MERC00080,2026-05-25 23:36:28,686386,CLP,1,approved,purchase
TXN00004668,CUST00220,CARD000220,MERC00192,2026-06-07 10:26:19,893590,CLP,1,approved,purchase
TXN00004669,CUST00127,CARD000129,MERC00119,2026-04-15 08:02:37,316739,CLP,1,approved,purchase
TXN00004670,CUST00275,CARD000274,MERC00176,2026-04-16 23:46:22,758970,CLP,1,approved,purchase
TXN00004671,CUST00295,CARD000294,MERC00014,2026-03-27 22:21:44,172054,CLP,3,approved,purchase
TXN00004672,CUST00210,CARD000210,MERC00026,2026-05-14 14:53:00,606615,CLP,1,approved,purchase
TXN00004673,CUST00025,CARD000024,MERC00167,2026-06-02 21:31:11,8195,CLP,1,approved,purchase
TXN00004674,CUST00361,CARD000369,MERC00008,2026-05-18 13:54:32,269023,CLP,2,approved,purchase
TXN00004675,CUST00414,CARD000423,MERC00046,2026-06-08 21:19:48,76544,CLP,1,approved,purchase
TXN00004676,CUST00348,CARD000357,MERC00042,2026-06-06 13:47:27,25638,CLP,1,approved,purchase
TXN00004677,CUST00189,CARD000190,MERC00166,2026-06-05 13:22:29,269277,CLP,3,approved,purchase
TXN00004678,CUST00316,CARD000321,MERC00057,2026-04-09 12:53:20,615574,CLP,1,approved,purchase
TXN00004679,CUST00080,CARD000084,MERC00063,2026-05-08 08:30:13,251802,CLP,1,approved,purchase
TXN00004680,CUST00313,CARD000317,MERC00023,2026-05-21 12:16:40,28527,CLP,6,approved,purchase
TXN00004681,CUST00116,CARD000119,MERC00114,2026-06-10 16:21:11,27439,CLP,6,approved,purchase
TXN00004682,CUST00495,CARD000511,MERC00161,2026-03-21 22:07:20,25270,CLP,1,approved,purchase
TXN00004683,CUST00302,CARD000303,MERC00083,2026-03-18 08:42:44,18232,CLP,1,approved,purchase
TXN00004684,CUST00183,CARD000184,MERC00129,2026-03-28 22:49:48,6924,CLP,3,approved,purchase
TXN00004685,CUST00200,CARD000201,MERC00125,2026-03-22 15:35:00,77632,CLP,3,approved,purchase
TXN00004686,CUST00262,CARD000262,MERC00028,2026-06-01 10:02:17,478057,CLP,6,approved,purchase
TXN00004687,CUST00224,CARD000224,MERC00127,2026-03-29 18:48:26,62051,CLP,3,approved,refund
TXN00004688,CUST00037,CARD000038,MERC00087,2026-03-20 10:52:10,20047,CLP,3,approved,purchase
TXN00004689,CUST00281,CARD000281,MERC00191,2026-04-26 09:22:11,139321,CLP,6,approved,refund
TXN00004690,CUST00448,CARD000457,MERC00195,2026-04-13 10:57:30,872591,CLP,1,approved,purchase
TXN00004691,CUST00326,CARD000331,MERC00162,2026-04-08 19:33:21,380746,CLP,1,rejected,purchase
TXN00004692,CUST00305,CARD000307,MERC00006,2026-05-24 22:53:28,56307,CLP,1,approved,purchase
TXN00004693,CUST00218,CARD000218,MERC00027,2026-05-14 09:18:11,143615,CLP,1,rejected,purchase
TXN00004694,CUST00456,CARD000465,MERC00100,2026-03-19 12:54:32,9688,CLP,6,approved,purchase
TXN00004695,CUST00038,CARD000039,MERC00144,2026-04-25 20:56:07,21901,CLP,1,approved,purchase
TXN00004696,CUST00256,CARD000256,MERC00016,2026-05-31 22:19:33,46278,CLP,1,approved,purchase
TXN00004697,CUST00056,CARD000058,MERC00103,2026-04-17 20:11:26,428489,CLP,1,approved,purchase
TXN00004698,CUST00451,CARD000460,MERC00059,2026-04-11 15:12:17,280426,CLP,6,approved,purchase
TXN00004699,CUST00413,CARD000422,MERC00159,2026-06-01 13:29:29,109757,CLP,6,reversed,purchase
TXN00004700,CUST00284,CARD000283,MERC00106,2026-06-09 11:58:51,53334,CLP,1,approved,purchase
TXN00004701,CUST00237,CARD000237,MERC00173,2026-03-17 23:32:28,3415,CLP,1,approved,refund
TXN00004702,CUST00039,CARD000040,MERC00062,2026-05-23 09:36:03,878287,CLP,1,rejected,purchase
TXN00004703,CUST00456,CARD000465,MERC00165,2026-05-11 08:54:26,515072,CLP,1,approved,purchase
TXN00004704,CUST00106,CARD000111,MERC00086,2026-06-04 08:26:33,36802,CLP,1,approved,purchase
TXN00004705,CUST00334,CARD000341,MERC00197,2026-03-18 22:12:29,561025,CLP,1,approved,purchase
TXN00004706,CUST00375,CARD000384,MERC00045,2026-05-25 16:52:07,643393,CLP,1,rejected,purchase
TXN00004707,CUST00246,CARD000247,MERC00163,2026-06-09 22:48:14,57300,CLP,12,approved,purchase
TXN00004708,CUST00023,CARD000022,MERC00173,2026-05-26 13:21:07,29217,CLP,3,approved,purchase
TXN00004709,CUST00488,CARD000502,MERC00012,2026-05-21 13:13:05,15509,CLP,1,approved,purchase
TXN00004710,CUST00149,CARD000151,MERC00014,2026-05-11 14:52:30,107005,CLP,1,approved,purchase
TXN00004711,CUST00056,CARD000058,MERC00039,2026-04-25 21:34:09,38130,CLP,1,approved,purchase
TXN00004712,CUST00479,CARD000491,MERC00082,2026-03-22 12:25:59,4183,CLP,3,approved,purchase
TXN00004713,CUST00491,CARD000506,MERC00183,2026-04-06 23:20:43,871374,CLP,3,approved,purchase
TXN00004714,CUST00278,CARD000278,MERC00007,2026-03-28 21:54:38,634317,CLP,3,approved,purchase
TXN00004715,CUST00280,CARD000280,MERC00151,2026-04-15 12:54:56,119843,CLP,3,approved,purchase
TXN00004716,CUST00387,CARD000399,MERC00021,2026-04-10 23:32:12,5413,CLP,1,reversed,purchase
TXN00004717,CUST00044,CARD000046,MERC00105,2026-04-13 21:46:07,254379,CLP,1,approved,purchase
TXN00004718,CUST00292,CARD000291,MERC00062,2026-05-06 22:53:24,13312,CLP,1,approved,purchase
TXN00004719,CUST00015,CARD000016,MERC00116,2026-05-07 19:34:16,3718,CLP,6,approved,purchase
TXN00004720,CUST00337,CARD000344,MERC00108,2026-04-09 16:03:50,60591,CLP,6,approved,purchase
TXN00004721,CUST00325,CARD000330,MERC00086,2026-04-09 18:37:38,10338,CLP,1,approved,purchase
TXN00004722,CUST00048,CARD000049,MERC00175,2026-03-22 15:20:31,18251,CLP,1,approved,purchase
TXN00004723,CUST00340,CARD000348,MERC00016,2026-03-15 08:29:46,29114,CLP,1,approved,purchase
TXN00004724,CUST00119,CARD000122,MERC00101,2026-05-24 13:33:38,132975,CLP,1,approved,purchase
TXN00004725,CUST00277,CARD000277,MERC00200,2026-06-05 15:19:52,454912,CLP,6,approved,withdrawal
TXN00004726,CUST00318,CARD000323,MERC00110,2026-05-17 12:16:23,17040,CLP,1,approved,purchase
TXN00004727,CUST00116,CARD000119,MERC00035,2026-03-25 13:55:29,5540,CLP,1,approved,purchase
TXN00004728,CUST00065,CARD000070,MERC00092,2026-06-11 21:23:34,135501,CLP,1,rejected,purchase
TXN00004729,CUST00151,CARD000152,MERC00056,2026-03-19 22:17:37,847247,CLP,3,approved,purchase
TXN00004730,CUST00273,CARD000272,MERC00180,2026-04-08 13:19:38,108485,CLP,1,approved,purchase
TXN00004731,CUST00327,CARD000332,MERC00172,2026-05-11 12:07:43,108859,CLP,1,approved,purchase
TXN00004732,CUST00148,CARD000150,MERC00152,2026-03-23 09:10:50,439579,CLP,12,approved,purchase
TXN00004733,CUST00466,CARD000476,MERC00022,2026-05-18 10:13:23,148278,CLP,3,approved,purchase
TXN00004734,CUST00021,CARD000020,MERC00156,2026-06-05 17:38:09,89640,CLP,1,approved,purchase
TXN00004735,CUST00298,CARD000298,MERC00075,2026-05-25 18:28:07,141775,CLP,1,approved,purchase
TXN00004736,CUST00337,CARD000344,MERC00041,2026-04-26 22:43:25,464470,CLP,3,approved,purchase
TXN00004737,CUST00028,CARD000027,MERC00150,2026-04-17 17:17:19,3762,CLP,1,approved,purchase
TXN00004738,CUST00105,CARD000110,MERC00011,2026-06-05 08:19:10,79324,CLP,1,approved,purchase
TXN00004739,CUST00342,CARD000350,MERC00030,2026-06-10 13:03:02,517861,CLP,3,APPROVED,purchase
TXN00004740,CUST00264,CARD000264,MERC00070,2026-04-13 12:15:39,4389,CLP,1,approved,purchase
TXN00004741,CUST00372,CARD000381,MERC00160,2026-05-30 15:36:06,590781,CLP,1,approved,purchase
TXN00004742,CUST00327,CARD000332,MERC00030,2026-05-15 17:32:11,816730,CLP,1,approved,purchase
TXN00004743,CUST00165,CARD000168,MERC00060,2026-05-07 16:25:28,28565,CLP,1,approved,purchase
TXN00004744,CUST00030,CARD000029,MERC00062,2026-06-12 10:01:48,140795,CLP,2,approved,purchase
TXN00004745,CUST00406,CARD000417,MERC00144,2026-05-04 12:08:25,184727,CLP,1,approved,purchase
TXN00004746,CUST00038,CARD000039,MERC00084,2026-05-05 08:48:07,110403,CLP,1,approved,purchase
TXN00004747,CUST00285,CARD000285,MERC00007,2026-04-28 17:37:42,244203,CLP,12,approved,purchase
TXN00004748,CUST00143,CARD000145,MERC00007,2026-04-25 10:53:50,173706,CLP,1,APPROVED,withdrawal
TXN00004749,CUST00433,CARD000441,MERC00151,2026-04-30 13:38:07,80741,CLP,1,approved,purchase
TXN00004750,CUST00088,CARD000093,MERC00012,2026-04-14 09:50:31,264235,CLP,1,approved,purchase
TXN00004751,CUST00152,CARD000153,MERC00043,2026-04-12 15:42:31,26199,CLP,1,approved,purchase
TXN00004752,CUST00230,CARD000233,MERC00038,2026-03-20 17:52:30,85824,CLP,1,approved,purchase
TXN00004753,CUST00098,CARD000104,MERC00057,2026-04-01 17:47:15,141097,CLP,1,rejected,purchase
TXN00004754,CUST00090,CARD000096,MERC00085,2026-06-03 20:06:31,899671,CLP,1,approved,purchase
TXN00004755,CUST00382,CARD000393,MERC00057,2026-04-29 08:39:52,500030,CLP,1,reversed,purchase
TXN00004756,CUST00468,CARD000479,MERC00037,2026-05-18 17:46:58,27772,CLP,3,approved,refund
TXN00004757,CUST00495,CARD000511,MERC00155,2026-06-07 23:23:10,6161,CLP,1,APPROVED,purchase
TXN00004758,CUST00080,CARD000084,MERC00197,2026-05-19 16:39:35,24307,CLP,1,approved,purchase
TXN00004759,CUST00025,CARD000024,MERC00022,2026-03-18 16:22:21,28412,CLP,1,approved,purchase
TXN00004760,CUST00162,CARD000164,MERC00166,2026-05-30 22:58:14,466647,CLP,1,approved,purchase
TXN00004761,CUST00295,CARD000294,MERC00137,2026-04-02 14:12:31,15536,CLP,3,approved,purchase
TXN00004762,CUST00394,CARD000407,MERC00088,2026-04-29 10:14:38,848896,CLP,3,rejected,purchase
TXN00004763,CUST00112,CARD000116,MERC00089,2026-03-24 20:44:47,5009,CLP,1,rejected,purchase
TXN00004764,CUST00361,CARD000369,MERC00024,2026-05-02 19:39:41,16075,CLP,1,approved,purchase
TXN00004765,CUST00049,CARD000050,MERC00168,2026-06-06 19:21:01,19191,CLP,1,approved,purchase
TXN00004766,CUST00069,CARD000074,MERC00187,2026-04-10 16:05:04,12484,CLP,3,approved,purchase
TXN00004767,CUST00142,CARD000143,MERC00117,2026-05-10 15:52:34,204775,CLP,2,approved,purchase
TXN00004768,CUST00099,CARD000105,MERC00143,2026-03-31 21:26:14,142747,CLP,1,approved,purchase
TXN00004769,CUST00001,CARD000001,MERC00153,2026-05-15 22:20:27,477607,CLP,6,approved,purchase
TXN00004770,CUST00332,CARD000338,MERC00023,2026-03-27 08:08:39,835345,CLP,3,approved,withdrawal
TXN00004771,CUST00315,CARD000319,MERC00114,2026-04-23 19:12:08,20566,CLP,1,approved,purchase
TXN00004772,CUST00362,CARD000370,MERC00015,2026-06-15 10:54:15,704956,CLP,1,rejected,purchase
TXN00004773,CUST00429,CARD000437,MERC00101,2026-03-16 10:52:06,29271,CLP,1,approved,purchase
TXN00004774,CUST00388,CARD000400,MERC00192,2026-05-25 20:18:53,504121,CLP,3,APPROVED,purchase
TXN00004775,CUST00414,CARD000423,MERC00199,2026-06-08 19:59:59,96090,CLP,2,approved,purchase
TXN00004776,CUST00346,CARD000355,MERC00117,2026-05-14 08:12:11,633540,CLP,1,approved,purchase
TXN00004777,CUST00091,CARD000097,MERC00169,2026-05-07 14:58:36,733901,CLP,3,approved,purchase
TXN00004778,CUST00046,CARD000047,MERC00094,2026-04-09 14:35:33,100094,CLP,1,rejected,purchase
TXN00004779,CUST00316,CARD000320,MERC00189,2026-06-05 16:10:32,23118,CLP,2,approved,purchase
TXN00004780,CUST00481,CARD000494,MERC00160,2026-04-02 23:09:47,140343,CLP,1,approved,purchase
TXN00004781,CUST00485,CARD000498,MERC00025,2026-05-25 09:06:23,21940,CLP,1,rejected,purchase
TXN00004782,CUST00444,CARD000453,MERC00124,2026-03-27 08:18:43,229397,CLP,1,approved,purchase
TXN00004783,CUST00376,CARD000385,MERC00104,2026-04-03 21:42:52,38802,CLP,3,APPROVED,purchase
TXN00004784,CUST00145,CARD000147,MERC00182,2026-03-28 16:08:08,43222,CLP,1,approved,purchase
TXN00004785,CUST00127,CARD000129,MERC00178,2026-05-03 13:41:43,92491,CLP,1,rejected,purchase
TXN00004786,CUST00210,CARD000210,MERC00096,2026-03-16 09:37:42,17289,CLP,1,approved,purchase
TXN00004787,CUST00163,CARD000166,MERC00171,2026-04-23 17:47:37,28300,CLP,1,pending,purchase
TXN00004788,CUST00489,CARD000503,MERC00191,2026-04-11 20:14:47,32381,CLP,1,approved,purchase
TXN00004789,CUST00022,CARD000021,MERC00140,2026-05-16 16:33:15,8056,CLP,3,approved,purchase
TXN00004790,CUST00243,CARD000243,MERC00143,2026-04-10 11:00:09,21151,CLP,1,approved,purchase
TXN00004791,CUST00335,CARD000342,MERC00060,2026-04-25 18:33:27,762156,CLP,1,APPROVED,purchase
TXN00004792,CUST00079,CARD000083,MERC00037,2026-04-11 21:19:04,10464,CLP,1,approved,purchase
TXN00004793,CUST00011,CARD000011,MERC00087,2026-03-30 22:28:26,9971,CLP,3,approved,purchase
TXN00004794,CUST00009,CARD000009,MERC00008,2026-05-05 17:15:39,5039,CLP,1,approved,purchase
TXN00004795,CUST00319,CARD000324,MERC00067,2026-05-19 20:27:33,19946,CLP,1,approved,purchase
TXN00004796,CUST00008,CARD000008,MERC00029,2026-04-03 11:28:52,877194,CLP,1,approved,purchase
TXN00004797,CUST00255,CARD000254,MERC00097,2026-06-07 18:50:44,24878,CLP,1,APPROVED,purchase
TXN00004798,CUST00342,CARD000350,MERC00174,2026-05-12 09:11:35,141612,CLP,1,reversed,purchase
TXN00004799,CUST00090,CARD000096,MERC00140,2026-05-14 13:21:45,149260,CLP,2,approved,refund
TXN00004800,CUST00176,CARD000177,MERC00044,2026-04-24 09:03:06,129364,CLP,1,approved,purchase
TXN00004801,CUST00110,CARD000114,MERC00187,2026-05-16 10:15:31,23222,CLP,1,reversed,purchase
TXN00004802,CUST00074,CARD000079,MERC00081,2026-06-09 13:04:41,75314,CLP,1,approved,withdrawal
TXN00004803,CUST00296,CARD000296,MERC00050,2026-06-04 09:51:54,3524,CLP,1,approved,purchase
TXN00004804,CUST00031,CARD000030,MERC00125,2026-04-02 22:36:53,25140,CLP,1,approved,withdrawal
TXN00004805,CUST00013,CARD000013,MERC00129,2026-06-15 17:03:54,2415,CLP,3,rejected,purchase
TXN00004806,CUST00335,CARD000342,MERC00032,2026-06-01 11:03:24,12602,CLP,6,approved,purchase
TXN00004807,CUST00117,CARD000120,MERC00116,2026-03-24 20:17:45,170114,CLP,1,approved,purchase
TXN00004808,CUST00257,CARD000258,MERC00034,2026-04-01 20:20:55,877551,CLP,1,approved,purchase
TXN00004809,CUST00010,CARD999999,MERC00078,2026-04-16 11:23:09,17112,CLP,1,approved,purchase
TXN00004810,CUST00142,CARD000144,MERC00136,2026-05-25 18:17:58,144951,CLP,3,approved,purchase
TXN00004811,CUST00210,CARD000210,MERC00168,2026-03-22 11:11:12,537055,CLP,1,approved,purchase
TXN00004812,CUST00197,CARD000197,MERC00053,2026-04-22 23:26:03,22645,CLP,1,APPROVED,purchase
TXN00004813,CUST00074,CARD000079,MERC00102,2026-06-04 21:52:34,40228,CLP,1,approved,purchase
TXN00004814,CUST00029,CARD000028,MERC00004,2026-04-14 16:57:24,818513,CLP,1,approved,purchase
TXN00004815,CUST00378,CARD000387,MERC00149,2026-05-09 16:36:12,41621,CLP,1,approved,purchase
TXN00004816,CUST00164,CARD000167,MERC00144,2026-04-18 22:39:44,864719,CLP,1,approved,purchase
TXN00004817,CUST00332,CARD000338,MERC00200,2026-04-03 11:39:58,75312,CLP,1,approved,purchase
TXN00004818,CUST00157,CARD000159,MERC00060,2026-06-15 21:14:17,726666,CLP,6,approved,purchase
TXN00004819,CUST00009,CARD000009,MERC00051,2026-05-28 15:24:12,22640,CLP,6,approved,purchase
TXN00004820,CUST00178,CARD000178,MERC00195,2026-04-25 20:16:17,27512,CLP,1,approved,purchase
TXN00004821,CUST00160,CARD000162,MERC00025,2026-05-01 18:56:10,163876,CLP,1,APPROVED,purchase
TXN00004822,CUST00374,CARD000383,MERC00120,2026-05-18 17:41:48,174592,CLP,12,approved,purchase
TXN00004823,CUST00013,CARD000013,MERC00177,2026-06-03 08:27:01,17448,CLP,1,approved,purchase
TXN00004824,CUST00392,CARD000405,MERC00158,2026-05-23 13:09:16,66483,CLP,3,approved,purchase
TXN00004825,CUST00326,CARD000331,MERC00156,2026-05-28 20:52:21,144787,CLP,1,APPROVED,purchase
TXN00004826,CUST00023,CARD000022,MERC00198,2026-03-17 21:19:50,26903,CLP,3,approved,purchase
TXN00004827,CUST00378,CARD000388,MERC00018,2026-05-10 12:19:27,111338,CLP,3,approved,purchase
TXN00004828,CUST00246,CARD000247,MERC00035,2026-04-01 08:11:24,138061,CLP,1,rejected,purchase
TXN00004829,CUST00062,CARD000065,MERC00134,2026-04-19 19:56:07,731413,CLP,1,approved,purchase
TXN00004830,CUST00124,CARD000126,MERC00069,2026-05-08 20:14:58,49312,CLP,3,approved,purchase
TXN00004831,CUST00203,CARD000204,MERC00036,2026-06-10 10:28:06,224639,CLP,2,approved,purchase
TXN00004832,CUST00160,CARD000162,MERC00129,2026-03-30 17:04:37,4960,CLP,2,APPROVED,purchase
TXN00004833,CUST00112,CARD000116,MERC00057,2026-05-04 17:37:16,573289,CLP,3,approved,purchase
TXN00004834,CUST00255,CARD000254,MERC00033,2026-03-18 11:37:42,252306,CLP,1,approved,withdrawal
TXN00004835,CUST00142,CARD000144,MERC00080,2026-05-23 13:54:14,12724,CLP,6,approved,withdrawal
TXN00004836,CUST00044,CARD000046,MERC00003,2026-03-25 16:55:39,686600,CLP,3,approved,purchase
TXN00004837,CUST00432,CARD000440,MERC00182,2026-06-03 13:01:24,739312,CLP,1,approved,purchase
TXN00004838,CUST00388,CARD000400,MERC00043,2026-03-19 16:22:53,90291,CLP,3,approved,purchase
TXN00004839,CUST00378,CARD000387,MERC00052,2026-03-24 10:00:28,399192,CLP,1,approved,purchase
TXN00004840,CUST00178,CARD000178,MERC00002,2026-05-27 08:37:10,98881,CLP,1,approved,purchase
TXN00004841,CUST00032,CARD000032,MERC00191,2026-03-27 14:09:48,18970,CLP,3,approved,purchase
TXN00004842,CUST00336,CARD000343,MERC00006,2026-04-02 10:49:26,28165,CLP,1,approved,purchase
TXN00004843,CUST00320,CARD000326,MERC00161,2026-03-19 09:29:31,360120,CLP,1,approved,purchase
TXN00004844,CUST00085,CARD000091,MERC00015,2026-03-24 18:27:23,18001,CLP,1,reversed,purchase
TXN00004845,CUST00224,CARD000224,MERC00018,2026-04-13 22:08:51,10660,CLP,1,rejected,purchase
TXN00004846,CUST00276,CARD000275,MERC00054,2026-05-10 10:44:40,888008,CLP,3,reversed,purchase
TXN00004847,CUST00370,CARD000379,MERC00199,2026-06-06 13:41:55,257141,CLP,1,approved,purchase
TXN00004848,CUST00065,CARD000070,MERC00071,2026-05-18 12:10:57,13627,CLP,1,approved,purchase
TXN00004849,CUST00340,CARD000348,MERC00199,2026-04-18 11:07:34,174575,CLP,1,approved,purchase
TXN00004850,CUST00224,CARD000225,MERC00122,2026-05-13 15:28:35,2689,CLP,3,approved,withdrawal
TXN00004851,CUST00412,CARD000421,MERC00087,2026-05-09 18:30:10,556462,CLP,3,approved,purchase
TXN00004852,CUST00334,CARD000341,MERC00119,2026-03-20 20:31:43,252551,CLP,1,approved,purchase
TXN00004853,CUST00493,CARD000509,MERC00151,2026-06-07 08:25:12,90308,CLP,1,approved,purchase
TXN00004854,CUST00209,CARD000209,MERC00012,2026-06-01 08:38:38,24242,CLP,3,approved,purchase
TXN00004855,CUST00354,CARD000362,MERC00025,2026-03-28 14:43:05,370565,CLP,3,approved,withdrawal
TXN00004856,CUST00056,CARD000057,MERC00152,2026-03-15 10:10:03,7727,CLP,1,rejected,purchase
TXN00004857,CUST00402,CARD000415,MERC00097,2026-04-16 15:33:42,884896,CLP,1,approved,purchase
TXN00004858,CUST00182,CARD000183,MERC00045,2026-04-25 14:57:52,115387,CLP,1,approved,purchase
TXN00004859,CUST00424,CARD000434,MERC00175,2026-06-09 19:30:59,32372,CLP,1,approved,purchase
TXN00004860,CUST00443,CARD000451,MERC00188,2026-03-19 22:31:56,18478,CLP,3,approved,purchase
TXN00004861,CUST00320,CARD000326,MERC00078,2026-04-12 20:16:57,8519,CLP,1,approved,purchase
TXN00004862,CUST00454,CARD000463,MERC00106,2026-04-29 21:35:38,13440,CLP,1,rejected,withdrawal
TXN00004863,CUST00414,CARD000424,MERC00017,2026-05-10 13:23:22,77885,CLP,1,approved,purchase
TXN00004864,CUST00076,CARD000081,MERC00071,2026-06-02 22:16:00,4701,CLP,3,approved,purchase
TXN00004865,CUST00038,CARD000039,MERC00073,2026-06-08 13:28:51,758097,CLP,1,pending,purchase
TXN00004866,CUST00090,CARD000096,MERC00039,2026-04-30 16:01:52,357441,CLP,1,approved,purchase
TXN00004867,CUST00490,CARD000505,MERC00042,2026-04-01 17:12:39,726778,CLP,1,pending,purchase
TXN00004868,CUST00264,CARD000264,MERC00147,2026-03-28 17:07:19,25978,CLP,1,approved,purchase
TXN00004869,CUST00389,CARD000401,MERC00187,2026-03-31 16:39:40,244723,CLP,1,approved,purchase
TXN00004870,CUST00056,CARD000057,MERC00002,2026-05-26 21:56:44,7232,CLP,1,approved,purchase
TXN00004871,CUST00483,CARD000496,MERC00107,2026-06-13 15:50:19,16292,CLP,3,approved,purchase
TXN00004872,CUST00424,CARD000434,MERC00191,2026-05-12 20:28:38,176092,CLP,1,approved,purchase
TXN00004873,CUST00123,CARD000125,MERC00142,2026-03-15 13:04:41,24270,CLP,6,approved,purchase
TXN00004874,CUST00342,CARD000350,MERC00190,2026-06-12 16:54:25,687259,CLP,3,approved,purchase
TXN00004875,CUST00176,CARD000177,MERC00174,2026-04-06 19:32:54,160966,CLP,1,approved,purchase
TXN00004876,CUST00431,CARD000439,MERC00047,2026-05-12 18:35:24,7820,CLP,3,approved,purchase
TXN00004877,CUST00282,CARD000282,MERC00138,2026-04-19 11:55:47,136893,CLP,12,approved,purchase
TXN00004878,CUST00225,CARD000227,MERC00186,2026-05-03 12:39:45,620342,CLP,1,rejected,refund
TXN00004879,CUST00024,CARD000023,MERC00114,2026-06-13 17:02:30,184011,CLP,12,approved,withdrawal
TXN00004880,CUST00077,CARD000082,MERC00124,2026-04-20 11:50:59,228094,CLP,1,approved,purchase
TXN00004881,CUST00294,CARD000293,MERC00126,2026-05-31 22:44:06,446413,CLP,1,pending,refund
TXN00004882,CUST00041,CARD000043,MERC00053,2026-04-29 21:05:54,72499,CLP,3,approved,purchase
TXN00004883,CUST00479,CARD000491,MERC00199,2026-04-14 13:53:10,7638,CLP,3,approved,purchase
TXN00004884,CUST00111,CARD000115,MERC00117,2026-05-03 10:51:06,280183,CLP,3,approved,purchase
TXN00004885,CUST00461,CARD000471,MERC00199,2026-03-25 20:29:57,8451,CLP,12,approved,purchase
TXN00004886,CUST00063,CARD000067,MERC00126,2026-05-28 11:48:17,143138,CLP,1,approved,purchase
TXN00004887,CUST00037,CARD000038,MERC00014,2026-05-09 22:13:59,173047,CLP,3,approved,purchase
TXN00004888,CUST00091,CARD000097,MERC00091,2026-03-29 11:49:39,28029,CLP,3,reversed,purchase
TXN00004889,CUST00466,CARD000476,MERC00110,2026-05-10 23:13:53,34991,CLP,3,approved,purchase
TXN00004890,CUST00152,CARD000153,MERC00024,2026-05-26 22:32:54,69256,CLP,1,approved,purchase
TXN00004891,CUST00167,CARD000170,MERC00105,2026-03-16 11:08:47,108704,CLP,6,approved,purchase
TXN00004892,CUST00227,CARD000229,MERC00129,2026-05-19 22:30:06,154833,CLP,1,approved,purchase
TXN00004893,CUST00413,CARD000422,MERC00127,2026-06-11 11:46:09,859580,CLP,3,approved,withdrawal
TXN00004894,CUST00402,CARD000415,MERC00152,2026-04-29 23:56:46,21026,CLP,3,approved,purchase
TXN00004895,CUST00389,CARD000402,MERC00018,2026-05-28 10:58:46,140037,CLP,6,approved,purchase
TXN00004896,CUST00077,CARD000082,MERC00183,2026-06-13 12:30:31,27910,CLP,1,approved,purchase
TXN00004897,CUST00189,CARD000190,MERC00126,2026-05-02 21:45:40,380397,CLP,1,approved,purchase
TXN00004898,CUST00370,CARD000378,MERC00198,2026-05-13 22:28:13,71104,CLP,12,approved,purchase
TXN00004899,CUST00021,CARD000020,MERC00069,2026-03-26 15:18:02,64855,CLP,3,approved,purchase
TXN00004900,CUST00276,CARD000275,MERC00183,2026-03-24 17:33:27,328684,CLP,1,approved,purchase
TXN00004901,CUST00021,CARD000020,MERC00101,2026-06-05 09:46:09,11833,CLP,1,approved,purchase
TXN00004902,CUST00359,CARD000367,MERC00091,2026-06-12 21:00:38,330506,CLP,1,approved,refund
TXN00004903,CUST00346,CARD000354,MERC00161,2026-03-21 18:55:37,3995,CLP,1,approved,purchase
TXN00004904,CUST00481,CARD000494,MERC00111,2026-04-30 13:14:30,393913,CLP,1,approved,purchase
TXN00004905,CUST00197,CARD000197,MERC00041,2026-03-17 23:35:17,12488,CLP,6,approved,purchase
TXN00004906,CUST00236,CARD000236,MERC00086,2026-06-12 16:45:22,104248,CLP,6,approved,withdrawal
TXN00004907,CUST00313,CARD000317,MERC00012,2026-05-15 18:24:19,29279,CLP,3,approved,purchase
TXN00004908,CUST00028,CARD000027,MERC00173,2026-03-17 12:18:46,15020,CLP,1,approved,purchase
TXN00004909,CUST00015,CARD000016,MERC00165,2026-06-04 19:57:01,19091,CLP,1,rejected,refund
TXN00004910,CUST00274,CARD000273,MERC00147,2026-04-26 13:06:19,138731,CLP,1,approved,purchase
TXN00004911,CUST00329,CARD000334,MERC00073,2026-03-30 14:25:23,20181,CLP,3,approved,purchase
TXN00004912,CUST00176,CARD000177,MERC00110,2026-04-25 18:58:45,4096,CLP,1,approved,purchase
TXN00004913,CUST00254,CARD000253,MERC00184,2026-05-17 11:56:29,71118,CLP,1,approved,purchase
